Src,Dst,Time
90,301,1083413439
451,301,1083413509
504,90,1083413561
301,451,1083413594
508,425,1083413760
451,301,1083413889
508,90,1083414003
301,451,1083414003
301,451,1083414690
301,90,1083414710
301,90,1083415378
451,301,1083415545
301,451,1083415566
301,504,1083416881
273,69,1083417526
511,301,1083418669
56,450,1083422987
254,327,1083432266
405,353,1083432425
507,478,1083436225
297,190,1083439213
297,110,1083439241
297,458,1083439428
266,498,1083440487
498,495,1083440495
495,498,1083440550
498,495,1083440576
495,498,1083440634
372,284,1083440743
495,498,1083441008
499,498,1083441061
388,305,1083442114
70,373,1083443047
70,235,1083443177
504,90,1083443548
262,498,1083443953
498,262,1083444368
181,468,1083444405
37,504,1083444952
498,475,1083445285
498,266,1083445342
443,28,1083445432
17,422,1083445463
475,498,1083445918
37,349,1083445998
268,367,1083446300
513,206,1083446778
451,363,1083446900
32,110,1083447561
17,500,1083447726
32,110,1083447807
32,110,1083447955
96,500,1083448076
32,110,1083448186
8,70,1083448599
96,157,1083448844
96,340,1083448932
297,110,1083449050
297,62,1083449064
96,56,1083449747
434,372,1083449794
90,504,1083451213
396,270,1083451347
96,56,1083451389
418,110,1083451750
8,505,1083451905
8,505,1083451919
96,56,1083451960
475,90,1083451967
90,475,1083451978
475,425,1083452601
475,278,1083452614
297,62,1083452649
517,475,1083452694
475,278,1083453372
475,278,1083453659
45,492,1083453676
110,278,1083453829
45,197,1083453956
278,110,1083453972
191,502,1083454086
475,278,1083454545
426,163,1083454629
426,515,1083454890
353,451,1083454941
502,284,1083455341
96,119,1083455413
56,262,1083455414
278,110,1083455526
96,518,1083455661
55,504,1083455671
475,278,1083455739
372,475,1083455755
475,217,1083455840
278,475,1083455999
475,217,1083456035
301,511,1083456075
475,278,1083456076
475,278,1083456124
191,451,1083456188
191,56,1083456302
495,339,1083456319
191,451,1083456384
284,502,1083456451
191,451,1083456661
191,451,1083456864
191,451,1083457188
191,451,1083457713
191,451,1083457927
519,491,1083458314
90,266,1083458343
511,301,1083458444
68,353,1083458895
519,278,1083459644
278,519,1083459703
278,519,1083459980
23,387,1083460146
181,330,1083460169
278,519,1083460306
96,340,1083460384
96,367,1083460422
367,268,1083460426
96,367,1083460529
56,516,1083460594
330,181,1083461531
237,221,1083461719
519,278,1083461849
196,278,1083461921
367,48,1083462046
278,196,1083462252
119,217,1083462614
62,55,1083462863
519,278,1083462935
278,519,1083463343
278,129,1083463579
32,67,1083463585
278,68,1083463665
519,278,1083463808
191,451,1083463852
292,330,1083464015
363,520,1083464293
0,278,1083464411
434,372,1083464587
278,519,1083464589
521,301,1083464604
32,2,1083464730
330,292,1083464935
0,278,1083465027
278,519,1083465345
515,426,1083465628
330,292,1083466160
292,330,1083466341
17,214,1083466729
17,59,1083466785
491,28,1083466841
292,330,1083467070
491,516,1083467155
292,330,1083467173
516,491,1083467185
37,429,1083467467
191,222,1083467854
135,372,1083468412
68,278,1083468794
68,491,1083468880
491,68,1083468965
504,301,1083469553
504,510,1083469599
502,284,1083470415
230,90,1083471099
90,230,1083471117
90,230,1083471618
363,451,1083472258
278,68,1083472301
230,450,1083472385
96,478,1083472626
243,90,1083473083
37,522,1083473086
196,278,1083473549
301,90,1083473715
90,301,1083473800
260,135,1083473924
489,196,1083474203
489,86,1083474235
450,230,1083474367
45,522,1083474448
181,363,1083474689
342,367,1083475614
263,511,1083477411
511,263,1083477611
96,163,1083477622
196,489,1083477873
96,119,1083477910
196,466,1083478487
301,515,1083478550
191,426,1083478652
426,491,1083478672
517,523,1083479434
273,240,1083479677
434,426,1083479853
434,426,1083480160
426,230,1083480243
230,426,1083480423
426,230,1083480527
230,426,1083480591
332,125,1083480662
230,426,1083480845
434,426,1083481005
96,125,1083481215
434,372,1083481328
426,500,1083481542
374,402,1083481546
363,230,1083481599
332,125,1083481606
363,230,1083482130
434,426,1083482221
363,230,1083482824
450,230,1083482872
34,139,1083482999
34,165,1083483027
372,368,1083483088
434,372,1083483171
524,220,1083483236
34,367,1083483336
34,214,1083483414
96,157,1083483667
196,408,1083483873
372,163,1083484047
196,525,1083484199
461,301,1083484659
461,363,1083484721
374,263,1083484772
45,434,1083484784
501,370,1083485048
37,328,1083485431
522,45,1083485762
426,135,1083486154
434,372,1083486322
522,45,1083486551
434,426,1083486772
37,526,1083486878
522,45,1083487193
157,110,1083487551
96,157,1083487612
528,344,1083487627
434,372,1083488047
37,363,1083488557
230,363,1083488646
96,157,1083488676
56,425,1083488788
289,118,1083488966
17,526,1083489045
501,425,1083489074
56,425,1083489147
501,498,1083489346
37,450,1083489543
501,425,1083489646
434,372,1083489719
8,529,1083489736
344,528,1083489792
372,434,1083489830
202,284,1083489871
482,450,1083490110
498,495,1083490184
498,495,1083490367
495,498,1083490487
217,119,1083490588
76,360,1083490696
69,444,1083490715
500,530,1083490743
119,217,1083490982
181,343,1083491727
284,202,1083491914
338,425,1083491991
338,425,1083491994
378,5,1083492248
181,343,1083492266
395,498,1083492921
502,462,1083493030
217,119,1083493247
43,500,1083493327
500,502,1083493340
425,338,1083493467
502,500,1083493547
43,500,1083493555
297,425,1083493596
330,292,1083493637
500,502,1083493733
266,500,1083493755
500,43,1083493769
500,266,1083493791
502,500,1083493795
312,343,1083493829
297,425,1083493835
500,502,1083493849
500,43,1083493867
502,500,1083493926
500,266,1083493947
297,425,1083493964
43,500,1083494088
266,500,1083494136
43,500,1083494210
500,43,1083494248
312,343,1083494361
266,500,1083494376
43,500,1083494438
284,327,1083494457
284,425,1083494538
330,181,1083494617
500,43,1083494662
312,270,1083494783
500,43,1083494835
34,119,1083494848
284,502,1083494872
34,247,1083494933
43,500,1083495211
500,43,1083495251
500,43,1083495276
43,500,1083495311
43,500,1083495360
500,43,1083495423
68,428,1083495694
500,43,1083495746
181,330,1083495777
43,500,1083495819
500,43,1083495910
67,367,1083495928
135,43,1083495939
43,500,1083496048
67,425,1083496106
284,312,1083496492
67,319,1083496703
43,135,1083496704
67,423,1083496793
366,118,1083496985
90,284,1083497091
366,500,1083497149
34,352,1083497778
330,292,1083498038
259,426,1083498279
96,247,1083498429
531,119,1083498515
374,425,1083498583
531,237,1083499034
531,119,1083499189
531,119,1083499214
119,531,1083499445
119,531,1083500105
160,366,1083500282
119,531,1083500364
531,119,1083500401
531,119,1083500777
119,531,1083501049
119,531,1083501062
450,323,1083502394
508,532,1083502686
5,526,1083504370
426,370,1083523145
8,135,1083523714
338,425,1083525277
76,498,1083525642
266,295,1083526596
330,292,1083528221
292,330,1083529061
330,292,1083529312
330,292,1083529349
266,420,1083530030
297,420,1083530058
292,284,1083530317
292,95,1083530810
330,292,1083530861
330,95,1083530899
292,330,1083531120
502,284,1083531482
426,420,1083531819
513,295,1083531847
297,420,1083531861
420,426,1083531869
513,426,1083532153
340,502,1083532334
513,426,1083532339
513,138,1083532577
502,340,1083532925
340,502,1083533232
502,340,1083533494
254,67,1083533603
502,340,1083534025
340,502,1083534400
28,7,1083535130
489,196,1083535206
7,28,1083535220
243,90,1083535534
266,340,1083535578
266,340,1083536284
64,533,1083537220
191,527,1083538132
363,181,1083538560
214,181,1083538860
191,527,1083538911
534,5,1083539218
37,363,1083539225
426,330,1083539699
5,480,1083540899
5,113,1083541030
273,69,1083541154
119,217,1083541397
34,119,1083541844
34,468,1083541889
195,5,1083541955
34,119,1083542332
195,5,1083542567
195,5,1083542795
56,243,1083542956
118,366,1083543151
118,289,1083543320
95,292,1083543667
210,366,1083544036
63,284,1083544731
282,409,1083546174
443,28,1083547509
513,426,1083547526
443,43,1083547669
361,360,1083548082
260,227,1083548607
502,500,1083549223
391,477,1083550327
391,539,1083550692
391,540,1083550855
195,346,1083551901
195,240,1083551988
541,542,1083552591
297,376,1083553410
513,426,1083553537
513,464,1083553553
37,429,1083553617
338,444,1083553683
57,118,1083553690
395,420,1083554235
259,426,1083554947
511,462,1083555546
278,426,1083555710
543,196,1083556334
450,345,1083556498
426,515,1083556499
196,543,1083556612
543,196,1083557019
196,543,1083557139
443,28,1083557172
444,338,1083557196
543,196,1083557216
196,543,1083557375
196,543,1083557391
543,196,1083557466
230,432,1083557548
462,511,1083557582
196,543,1083557598
462,502,1083557658
462,465,1083557689
191,450,1083557825
543,196,1083558272
346,349,1083559085
346,214,1083559092
543,196,1083559234
338,444,1083559478
136,110,1083559521
181,363,1083559801
444,338,1083560118
0,278,1083561638
230,5,1083562963
411,547,1083563071
411,548,1083563145
546,549,1083563463
411,550,1083563577
136,110,1083563882
17,491,1083563990
34,360,1083564071
34,352,1083564188
370,426,1083564228
370,374,1083564366
34,552,1083564466
395,262,1083564509
34,278,1083564621
23,395,1083565082
96,491,1083565136
546,450,1083565217
546,500,1083565491
546,363,1083565530
23,395,1083565675
134,388,1083565768
546,450,1083565769
45,278,1083565812
432,230,1083565934
30,491,1083565992
273,249,1083566294
181,553,1083566392
543,160,1083566542
191,274,1083567357
273,395,1083567407
543,284,1083567994
260,227,1083568148
346,500,1083568195
284,526,1083568324
363,181,1083568368
11,139,1083568464
475,249,1083568540
11,553,1083568708
418,88,1083568713
11,553,1083568718
546,363,1083569060
514,243,1083569531
11,553,1083569571
56,527,1083569632
284,345,1083570245
297,408,1083570354
195,61,1083570370
273,395,1083570475
17,382,1083570476
495,432,1083570540
243,444,1083570844
444,243,1083570891
17,382,1083570908
195,362,1083570958
418,88,1083570965
17,553,1083570985
301,543,1083571307
37,363,1083571328
297,282,1083571512
243,444,1083571649
554,444,1083571749
297,449,1083571838
37,363,1083571984
195,266,1083572078
444,243,1083572090
554,468,1083572184
195,240,1083572698
17,553,1083573063
266,282,1083573250
279,195,1083573593
345,284,1083573669
181,363,1083573747
259,431,1083573790
529,312,1083573858
266,90,1083573897
17,553,1083573908
23,395,1083573913
17,553,1083573930
191,279,1083574052
251,28,1083574104
273,395,1083574181
17,553,1083574365
543,301,1083574416
273,395,1083574454
432,495,1083574503
432,438,1083574546
37,363,1083574746
527,555,1083574922
461,363,1083574974
259,431,1083575014
56,527,1083575021
90,266,1083575085
319,56,1083575148
554,343,1083575203
37,468,1083575254
319,5,1083575304
56,432,1083575329
363,181,1083575355
45,468,1083575438
345,266,1083575522
438,432,1083575540
56,432,1083575565
554,343,1083575637
88,345,1083575661
470,266,1083575714
37,363,1083575734
96,282,1083575789
11,363,1083575801
346,363,1083575824
346,90,1083575903
37,363,1083575903
346,90,1083575912
11,449,1083575922
37,468,1083575955
37,83,1083575999
11,376,1083576012
266,90,1083576019
11,363,1083576026
37,363,1083576050
96,376,1083576074
266,470,1083576094
554,343,1083576117
37,363,1083576170
37,363,1083576244
266,529,1083576264
90,504,1083576327
32,67,1083576355
17,553,1083576370
343,554,1083576372
37,363,1083576381
504,90,1083576409
195,557,1083576411
11,363,1083576417
11,363,1083576511
37,468,1083576523
37,363,1083576550
17,558,1083576588
11,319,1083576626
527,555,1083576651
11,529,1083576656
504,556,1083576667
32,558,1083576694
96,529,1083576715
37,468,1083576765
346,408,1083576775
37,363,1083576791
504,133,1083576792
527,468,1083576848
96,456,1083576855
37,83,1083576886
8,529,1083576887
504,90,1083576890
90,504,1083576932
432,438,1083576932
37,363,1083576937
181,363,1083576951
266,432,1083576975
529,96,1083576990
37,468,1083577025
504,363,1083577041
37,363,1083577209
363,181,1083577263
346,408,1083577293
96,558,1083577300
346,456,1083577304
529,96,1083577315
504,90,1083577385
396,408,1083577408
558,504,1083577485
504,363,1083577509
363,266,1083577532
37,558,1083577573
90,504,1083577597
558,504,1083577607
266,365,1083577610
37,363,1083577612
363,504,1083577664
8,529,1083577768
90,504,1083577773
11,529,1083577773
558,504,1083577809
527,468,1083577810
382,96,1083577875
90,504,1083577890
527,504,1083577900
382,504,1083577921
346,408,1083577936
17,382,1083577942
37,363,1083577945
504,527,1083577967
37,363,1083578001
451,408,1083578046
504,90,1083578050
37,363,1083578050
346,456,1083578071
17,382,1083578071
504,90,1083578071
504,90,1083578077
504,527,1083578103
456,346,1083578156
301,90,1083578164
11,529,1083578170
556,266,1083578189
37,363,1083578212
382,504,1083578213
17,382,1083578249
527,301,1083578305
504,363,1083578308
529,346,1083578355
37,363,1083578375
90,504,1083578380
396,558,1083578413
301,527,1083578469
479,425,1083578535
119,300,1083578559
346,456,1083578568
343,46,1083578583
382,96,1083578727
17,382,1083578732
363,504,1083578737
343,425,1083578749
260,135,1083578810
17,382,1083578851
504,363,1083578879
95,91,1083578893
529,346,1083578919
11,529,1083578981
90,301,1083578988
17,382,1083578998
418,343,1083579056
17,561,1083579063
559,266,1083579114
293,343,1083579116
504,90,1083579141
346,479,1083579149
90,504,1083579203
8,529,1083579217
90,301,1083579222
418,343,1083579267
8,529,1083579268
363,504,1083579278
17,382,1083579317
195,343,1083579335
527,562,1083579346
17,561,1083579374
504,363,1083579413
451,343,1083579450
293,343,1083579457
254,240,1083579465
90,504,1083579471
562,527,1083579480
140,266,1083579507
8,529,1083579544
8,491,1083579557
300,119,1083579600
556,110,1083579617
266,140,1083579622
11,529,1083579646
282,262,1083579656
37,363,1083579697
343,345,1083579776
140,266,1083579785
8,529,1083579802
266,140,1083579830
95,91,1083579836
504,90,1083579837
90,504,1083579868
8,363,1083579875
301,408,1083579942
546,382,1083579949
8,529,1083579997
11,529,1083579999
282,220,1083580004
8,561,1083580064
195,343,1083580085
346,408,1083580107
90,504,1083580113
240,491,1083580140
8,561,1083580149
8,529,1083580203
195,343,1083580213
8,451,1083580250
491,240,1083580257
8,529,1083580264
504,90,1083580276
260,416,1083580294
11,491,1083580299
343,479,1083580303
90,504,1083580309
8,558,1083580317
504,90,1083580344
8,382,1083580346
240,491,1083580367
343,362,1083580374
177,135,1083580386
479,343,1083580388
8,529,1083580402
491,240,1083580409
479,362,1083580462
479,343,1083580488
32,561,1083580550
195,343,1083580580
527,500,1083580614
11,491,1083580637
559,266,1083580651
504,90,1083580660
416,260,1083580678
8,479,1083580684
346,96,1083580735
164,563,1083580769
346,416,1083580786
164,563,1083581001
11,529,1083581005
346,491,1083581023
266,558,1083581061
11,529,1083581078
558,504,1083581085
195,343,1083581168
558,96,1083581176
164,563,1083581188
485,202,1083581211
195,343,1083581361
195,343,1083581405
559,266,1083581418
266,558,1083581547
135,522,1083581562
8,529,1083581607
517,550,1083581668
343,375,1083581759
343,151,1083581807
343,564,1083581817
96,558,1083581853
517,550,1083581860
8,529,1083581876
565,249,1083581889
11,529,1083581894
558,96,1083581934
63,284,1083581956
396,558,1083581963
517,550,1083581974
8,382,1083582007
96,558,1083582062
396,558,1083582064
425,343,1083582207
396,558,1083582252
8,561,1083582271
43,5,1083582278
558,96,1083582279
37,363,1083582321
517,340,1083582371
517,432,1083582502
96,558,1083582526
559,266,1083582606
37,558,1083582618
266,425,1083582624
8,561,1083582671
96,561,1083582783
522,96,1083582873
96,558,1083582903
8,382,1083583010
558,96,1083583088
330,181,1083583168
325,536,1083583185
5,502,1083583318
37,522,1083583324
362,479,1083583325
330,292,1083583333
529,162,1083583348
96,558,1083583392
325,552,1083583479
325,552,1083583494
559,266,1083583622
273,395,1083583742
462,169,1083583766
325,449,1083583823
37,558,1083583824
565,240,1083583867
281,195,1083583880
529,162,1083583970
37,558,1083583982
522,96,1083584021
529,162,1083584107
565,240,1083584130
395,365,1083584154
273,395,1083584198
522,96,1083584201
522,96,1083584262
382,138,1083584371
565,240,1083584393
558,504,1083584559
565,240,1083584573
504,90,1083584579
138,217,1083584621
382,138,1083584627
522,92,1083584727
529,162,1083584803
382,138,1083584890
522,92,1083584924
425,343,1083585098
565,284,1083585187
162,237,1083585266
502,462,1083585275
529,162,1083585293
5,502,1083585308
301,567,1083585385
502,5,1083585470
56,567,1083585673
568,429,1083585746
297,462,1083585926
297,425,1083585970
366,160,1083586031
521,567,1083586085
297,558,1083586354
297,425,1083586400
366,210,1083586409
297,366,1083586420
56,44,1083586437
569,360,1083586487
297,567,1083586608
366,118,1083586621
570,301,1083586641
567,301,1083586819
297,257,1083586845
297,366,1083587119
297,569,1083587695
297,366,1083587714
5,502,1083587869
301,567,1083588042
297,366,1083588343
517,567,1083588483
297,366,1083588863
400,399,1083590724
400,81,1083591267
305,300,1083591691
119,217,1083597586
372,135,1083599969
64,533,1083602948
61,558,1083605197
297,276,1083607623
475,425,1083607636
395,56,1083608001
475,425,1083608008
346,462,1083611287
227,260,1083611399
498,395,1083611714
96,431,1083611738
565,284,1083611836
558,28,1083612267
498,495,1083612636
546,276,1083612925
420,426,1083613110
569,567,1083613443
123,96,1083613698
123,549,1083613843
569,420,1083613940
66,571,1083614329
576,66,1083614826
577,2,1083615744
195,281,1083616575
576,284,1083616719
570,301,1083616984
475,425,1083617299
425,475,1083618591
556,362,1083618645
431,96,1083618709
81,400,1083619176
45,561,1083619333
580,553,1083620079
580,43,1083620480
297,462,1083620758
96,553,1083621044
110,556,1083621349
556,110,1083621550
475,425,1083621587
23,387,1083621724
266,420,1083621965
513,56,1083621993
556,110,1083622002
191,569,1083622158
513,138,1083622473
23,387,1083622574
567,569,1083622680
278,420,1083623061
567,504,1083623225
8,165,1083623376
395,498,1083623526
581,567,1083624727
581,552,1083624970
46,343,1083625008
581,556,1083625073
30,543,1083625545
543,30,1083625588
504,90,1083625797
565,278,1083626171
578,444,1083626296
90,504,1083626363
504,90,1083626412
580,43,1083626425
504,301,1083626426
90,504,1083626450
580,553,1083626453
8,567,1083626539
504,90,1083626565
90,504,1083626746
504,90,1083626759
504,90,1083626791
90,504,1083626873
215,543,1083626984
504,90,1083626986
583,408,1083627054
543,215,1083627115
504,90,1083627305
90,504,1083627334
575,574,1083627375
90,262,1083627417
504,90,1083627617
462,465,1083627766
90,504,1083628089
479,233,1083628176
47,426,1083628200
90,504,1083628723
37,558,1083628748
504,90,1083628845
90,504,1083629088
90,504,1083629121
504,90,1083629160
504,301,1083629198
301,504,1083629282
498,312,1083630543
372,437,1083630845
181,330,1083631167
181,363,1083631268
584,301,1083631495
301,584,1083632029
301,584,1083632269
346,462,1083632811
301,584,1083632904
546,567,1083633305
479,585,1083633503
254,437,1083633519
517,586,1083633586
475,425,1083633594
517,479,1083633634
517,479,1083633706
584,301,1083633751
325,585,1083633962
301,584,1083634027
54,56,1083634152
584,301,1083634171
479,362,1083634458
37,558,1083634476
325,585,1083634482
362,479,1083634638
32,584,1083634651
468,437,1083634658
362,556,1083635323
362,343,1083635467
301,584,1083635710
517,362,1083635844
517,362,1083635915
343,362,1083635962
585,550,1083636007
585,590,1083636089
517,530,1083636167
517,282,1083636429
54,56,1083636558
589,591,1083636909
367,240,1083636963
479,53,1083637416
387,444,1083637651
550,479,1083637784
195,362,1083637845
468,437,1083638779
362,195,1083639030
395,368,1083639095
28,558,1083639341
273,395,1083639423
478,362,1083639804
594,5,1083639806
594,28,1083639907
559,594,1083640332
273,395,1083640432
96,431,1083640586
28,594,1083640717
260,587,1083641171
115,90,1083641438
566,529,1083641725
330,292,1083642077
513,56,1083642099
444,260,1083642191
8,585,1083642272
299,594,1083642311
513,138,1083642431
254,115,1083642534
299,595,1083642547
513,115,1083642552
546,324,1083642948
513,115,1083642995
513,115,1083643331
96,366,1083643421
596,595,1083643453
513,552,1083643455
299,115,1083643459
96,366,1083643529
96,366,1083643634
7,28,1083643680
5,594,1083644115
366,96,1083644127
5,557,1083644340
597,297,1083644384
8,118,1083644447
202,297,1083644466
8,585,1083644468
5,115,1083644520
597,297,1083644615
597,5,1083644734
448,333,1083644776
297,366,1083644807
444,260,1083644817
448,5,1083644834
299,115,1083644862
366,297,1083644881
448,5,1083645014
297,366,1083645078
366,297,1083645113
559,30,1083645136
448,96,1083645287
366,297,1083645306
366,96,1083645333
418,96,1083645362
96,366,1083645394
366,297,1083645408
550,599,1083645554
597,448,1083645562
597,448,1083645899
297,366,1083645922
193,330,1083646001
299,258,1083646038
597,448,1083646040
596,231,1083646294
600,299,1083646294
217,119,1083646339
254,96,1083646351
133,135,1083646436
596,231,1083646466
597,448,1083646486
299,62,1083646566
299,600,1083646652
534,297,1083646652
418,231,1083646660
596,231,1083646662
254,96,1083646684
254,297,1083646705
273,395,1083646795
299,342,1083646832
254,297,1083646867
418,96,1083646882
299,81,1083646903
418,231,1083647132
81,299,1083647136
596,231,1083647459
28,7,1083647572
559,30,1083647585
418,231,1083647611
119,217,1083647715
596,601,1083647842
418,231,1083647895
299,81,1083648003
30,468,1083648077
37,596,1083648078
292,330,1083648116
596,231,1083648125
299,81,1083648325
297,555,1083648341
299,81,1083648526
596,231,1083648537
342,299,1083648595
600,299,1083648651
299,342,1083648656
432,495,1083648683
596,231,1083648715
37,363,1083648813
432,230,1083648841
443,448,1083648848
444,468,1083648918
395,363,1083649047
468,30,1083649095
363,395,1083649146
559,30,1083649243
395,363,1083649340
299,81,1083649459
604,66,1083649477
30,468,1083649579
182,543,1083649621
37,363,1083649675
479,550,1083649690
182,301,1083649695
604,66,1083649836
5,600,1083649875
182,279,1083649920
479,432,1083649967
182,543,1083650073
37,363,1083650161
81,299,1083650170
604,596,1083650178
554,437,1083650189
600,5,1083650208
299,81,1083650323
604,299,1083650362
363,395,1083650363
479,350,1083650377
37,363,1083650444
475,425,1083650444
182,543,1083650645
465,462,1083650743
604,596,1083650777
604,299,1083650815
596,68,1083650866
240,605,1083650979
30,468,1083651076
68,576,1083651134
450,350,1083651266
572,585,1083651302
559,297,1083651304
68,567,1083651476
32,236,1083651509
182,543,1083651516
586,607,1083651563
596,243,1083651579
479,607,1083651629
37,363,1083651686
81,299,1083651704
240,600,1083651719
604,596,1083651782
299,115,1083651803
604,299,1083651853
450,423,1083651856
607,585,1083651875
607,479,1083651897
585,607,1083651945
559,30,1083651961
559,297,1083651982
606,343,1083651983
56,151,1083652029
606,362,1083652071
596,68,1083652081
450,352,1083652127
450,526,1083652150
151,343,1083652169
273,395,1083652181
367,56,1083652239
596,68,1083652298
34,119,1083652326
607,585,1083652375
607,585,1083652407
34,468,1083652486
604,202,1083652487
513,115,1083652556
604,605,1083652583
404,299,1083652590
606,479,1083652590
596,450,1083652666
606,607,1083652671
585,607,1083652696
513,56,1083652742
34,444,1083652810
495,498,1083652852
196,585,1083652906
34,444,1083652911
548,45,1083652966
34,444,1083652967
596,450,1083653026
604,299,1083653040
479,607,1083653102
34,444,1083653216
606,550,1083653229
34,444,1083653249
604,299,1083653325
547,548,1083653413
34,444,1083653459
81,299,1083653464
243,444,1083653514
34,444,1083653584
342,299,1083653604
243,444,1083653630
382,30,1083653683
243,531,1083653749
195,281,1083653783
243,115,1083653808
34,94,1083653849
243,537,1083653876
243,402,1083653898
299,342,1083653950
243,610,1083653952
243,450,1083653962
444,196,1083653970
243,611,1083653972
556,362,1083654459
243,608,1083654595
243,362,1083654634
243,297,1083654653
343,151,1083654654
243,533,1083654672
243,43,1083654686
23,579,1083654688
612,479,1083654692
243,504,1083654741
34,444,1083654785
34,444,1083654912
196,444,1083654926
243,66,1083654932
243,519,1083654973
346,610,1083654974
243,607,1083654986
122,596,1083654997
243,468,1083655053
243,222,1083655066
444,196,1083655073
243,96,1083655093
34,444,1083655097
612,479,1083655100
243,550,1083655197
243,516,1083655209
34,444,1083655245
243,210,1083655273
606,607,1083655283
243,160,1083655287
34,444,1083655309
0,446,1083655366
243,66,1083655369
92,585,1083655474
210,585,1083655568
596,451,1083655569
517,432,1083655665
444,196,1083655679
556,56,1083655680
34,585,1083655684
596,451,1083655787
534,610,1083655797
34,444,1083655871
118,444,1083655890
556,56,1083655896
195,536,1083655944
612,450,1083655946
195,536,1083655959
572,468,1083655981
346,96,1083656002
444,118,1083656035
346,96,1083656235
34,444,1083656268
254,607,1083656288
596,451,1083656313
610,66,1083656320
254,68,1083656337
610,534,1083656385
34,444,1083656388
519,278,1083656391
578,182,1083656432
34,444,1083656563
34,444,1083656606
231,319,1083656665
534,610,1083656706
34,444,1083656749
527,555,1083656796
596,451,1083656801
606,343,1083656847
34,444,1083656926
462,346,1083656967
596,43,1083657014
610,66,1083657018
34,444,1083657026
426,182,1083657030
613,614,1083657053
299,258,1083657062
596,43,1083657073
617,618,1083657171
243,619,1083657183
617,618,1083657189
613,620,1083657190
462,231,1083657199
299,62,1083657203
243,621,1083657203
613,622,1083657220
243,623,1083657228
613,603,1083657241
585,210,1083657248
613,590,1083657253
624,616,1083657255
258,299,1083657265
612,231,1083657275
613,586,1083657279
613,585,1083657287
243,600,1083657313
613,591,1083657322
391,600,1083657333
606,343,1083657358
613,626,1083657374
122,491,1083657401
61,558,1083657440
299,258,1083657457
34,444,1083657490
610,66,1083657493
299,62,1083657524
8,529,1083657528
34,444,1083657560
479,482,1083657596
346,627,1083657700
34,444,1083657738
578,619,1083657755
231,627,1083657810
610,612,1083657811
324,613,1083657820
627,346,1083657838
324,613,1083657842
66,610,1083657856
612,610,1083657885
404,299,1083657927
610,612,1083658046
258,299,1083658089
92,585,1083658094
610,66,1083658098
574,575,1083658101
565,243,1083658109
612,610,1083658126
230,432,1083658146
395,262,1083658183
610,612,1083658200
627,231,1083658252
67,319,1083658294
612,610,1083658301
574,623,1083658308
367,56,1083658317
136,448,1083658333
585,92,1083658333
404,299,1083658359
236,43,1083658382
299,258,1083658395
5,67,1083658420
565,243,1083658430
426,612,1083658466
610,612,1083658503
368,395,1083658549
273,395,1083658667
612,426,1083658703
67,5,1083658715
56,367,1083658730
236,222,1083658761
426,612,1083658814
236,275,1083658819
11,616,1083658842
231,627,1083658878
612,426,1083658880
627,96,1083658881
565,266,1083658907
11,616,1083658927
610,612,1083658944
627,231,1083658946
254,463,1083658989
612,610,1083658992
565,96,1083659011
299,258,1083659013
231,627,1083659017
480,182,1083659057
463,444,1083659096
627,231,1083659116
273,395,1083659129
164,444,1083659151
324,613,1083659179
11,616,1083659203
187,498,1083659226
258,299,1083659260
513,426,1083659262
565,266,1083659286
627,266,1083659363
627,96,1083659400
299,258,1083659409
11,7,1083659417
627,346,1083659446
96,627,1083659477
254,275,1083659490
68,67,1083659493
565,266,1083659503
627,266,1083659512
627,96,1083659527
5,450,1083659542
5,67,1083659560
194,182,1083659670
576,481,1083659675
612,426,1083659683
11,616,1083659712
517,56,1083659768
45,290,1083659783
565,96,1083659792
450,5,1083659848
598,596,1083660187
517,138,1083660310
346,627,1083660650
346,627,1083660716
96,629,1083660807
517,56,1083660826
448,290,1083660892
297,629,1083660893
565,96,1083660916
463,616,1083660920
230,5,1083660963
254,463,1083660988
11,7,1083660995
616,463,1083661084
67,5,1083661133
565,96,1083661185
596,598,1083661271
565,96,1083661306
397,462,1083661326
273,395,1083661362
489,194,1083661368
489,45,1083661422
596,598,1083661440
596,43,1083661528
576,231,1083661553
293,5,1083661559
227,563,1083661620
45,489,1083661636
8,7,1083661683
273,395,1083661686
330,292,1083661691
5,230,1083661713
565,68,1083661737
576,631,1083661820
63,5,1083661823
45,489,1083661837
293,5,1083661837
600,301,1083661847
92,612,1083661863
92,585,1083661875
299,62,1083661880
8,598,1083661886
624,616,1083661887
624,616,1083661895
195,600,1083661906
556,362,1083661912
92,612,1083661943
616,463,1083661946
576,598,1083661958
598,576,1083661961
576,598,1083662010
301,600,1083662038
45,489,1083662119
576,598,1083662123
362,594,1083662186
437,554,1083662197
517,468,1083662197
576,249,1083662267
254,437,1083662276
299,594,1083662335
589,620,1083662349
299,598,1083662384
597,600,1083662405
292,330,1083662406
195,600,1083662409
254,610,1083662459
45,489,1083662496
404,299,1083662498
598,299,1083662572
548,45,1083662582
597,450,1083662594
293,292,1083662612
8,363,1083662635
404,299,1083662637
489,45,1083662671
66,632,1083662737
489,96,1083662789
293,301,1083662792
404,299,1083662805
169,462,1083662811
598,299,1083662833
236,222,1083662842
548,45,1083662887
293,301,1083662963
548,411,1083662990
255,596,1083663006
293,292,1083663007
576,68,1083663009
45,489,1083663025
598,299,1083663079
633,151,1083663094
292,301,1083663096
576,104,1083663103
